Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Spend,Customer_Tenure,Total_Engagement,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
8955,1957,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,0,0,57,49,0,9,4,49,2,1,1,211,At Risk Customers
10033,1973,2n Cycle,Divorced,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,41,38,0,10,4,38,2,1,1,211,At Risk Customers
5751,1973,2n Cycle,Divorced,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,41,38,0,10,4,38,2,1,1,211,At Risk Customers
3308,1952,Graduation,Married,35704.0,1,1,2014-03-01,54,30,9,12,2,11,30,3,2,0,4,4,0,0,62,94,0,10,6,94,2,2,2,222,At Risk Customers
7297,1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,41,57,1,14,7,57,2,2,1,221,At Risk Customers
8008,1983,Graduation,Together,36075.0,1,0,2013-09-12,54,46,0,30,12,1,30,1,2,0,4,6,0,0,31,119,1,12,6,119,2,2,2,222,At Risk Customers
1232,1982,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,32,1244,1,18,16,1244,2,3,4,234,Loyal Customers
2345,1982,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,32,1244,1,18,16,1244,2,3,4,234,Loyal Customers
1628,1971,Graduation,Together,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,43,960,1,20,16,960,2,3,3,233,Loyal Customers
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,47,47,1,12,4,47,2,1,1,211,At Risk Customers
839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,39,170,1,13,8,170,2,2,2,222,At Risk Customers
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,36,94,1,13,6,94,2,2,2,222,At Risk Customers
5154,1972,Master,Divorced,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,42,54,1,11,5,54,2,1,1,211,At Risk Customers
8584,1952,PhD,Together,85431.0,0,0,2013-08-06,54,376,53,462,168,53,53,1,2,7,7,0,0,0,62,1165,1,16,16,1165,2,3,4,234,Loyal Customers
6583,1955,2n Cycle,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,59,981,1,23,20,981,2,4,3,243,Loyal Customers
3433,1955,2n Cycle,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,59,981,1,23,20,981,2,4,3,243,Loyal Customers
10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,66,990,1,18,16,990,2,3,3,233,Loyal Customers
8687,1978,Graduation,Together,53172.0,0,1,2013-06-05,54,121,62,90,68,20,125,3,2,3,8,3,0,0,36,486,1,16,13,486,2,3,3,233,Loyal Customers
7842,1968,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,46,74,1,14,6,74,2,2,2,222,At Risk Customers
3749,1973,Graduation,Together,73926.0,0,0,2013-02-03,54,627,91,597,159,91,15,1,6,5,12,3,0,0,41,1580,1,26,23,1580,2,4,4,244,Loyal Customers
1331,1977,Graduation,Single,35790.0,1,0,2013-02-01,54,12,6,20,30,1,3,2,2,0,3,7,0,0,37,72,1,12,5,72,2,1,2,212,At Risk Customers
5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,1,0,52,384,2,21,13,384,2,3,2,232,At Risk Customers
8985,1964,2n Cycle,Together,68316.0,0,1,2012-04-11,54,806,80,161,120,11,33,5,10,7,10,6,0,0,50,1211,2,33,27,1211,2,4,4,244,Loyal Customers
2798,1977,PhD,Together,102160.0,0,0,2012-02-11,54,763,29,138,76,176,58,0,7,9,10,4,1,0,37,1240,2,30,26,1240,2,4,4,244,Loyal Customers
7108,1965,Master,Widow,51390.0,1,1,2012-08-09,54,205,20,47,23,2,56,6,5,2,5,5,0,0,49,353,2,17,12,353,2,2,2,222,At Risk Customers
2781,1981,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,1,0,33,1792,0,18,16,1792,2,3,4,234,Loyal Customers
3623,1976,Graduation,Together,21675.0,1,0,2014-11-06,55,4,0,16,17,4,4,3,4,0,3,7,0,0,38,45,0,14,7,45,2,2,1,221,At Risk Customers
194,1965,Graduation,Married,48006.0,1,1,2014-09-06,55,23,0,11,3,2,2,1,1,0,3,6,0,0,49,41,0,10,4,41,2,1,1,211,At Risk Customers
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,0,39,973,0,30,24,973,2,4,3,243,Loyal Customers
2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,54,96,0,9,5,96,2,1,2,212,At Risk Customers
6336,1960,Graduation,Married,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,54,48,0,12,6,48,2,2,1,221,At Risk Customers
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,63,65,1,12,5,65,2,1,1,211,At Risk Customers
8286,1965,PhD,Together,51717.0,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,0,49,122,1,14,7,122,2,2,2,222,At Risk Customers
2166,1960,2n Cycle,Widow,46779.0,1,1,2013-12-07,55,12,1,3,0,0,7,1,0,1,2,4,0,0,54,23,1,7,3,23,2,1,1,211,At Risk Customers
10691,1960,Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,54,43,1,10,4,43,2,1,1,211,At Risk Customers
9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,51,114,1,13,6,114,2,2,2,222,At Risk Customers
1829,1961,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,1,0,53,1232,1,25,18,1232,2,3,4,234,Loyal Customers
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,1,0,59,1957,2,27,26,1957,2,4,4,244,Loyal Customers
10448,1956,Graduation,Single,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,0,0,58,377,2,20,13,377,2,3,2,232,At Risk Customers
1343,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,46,586,2,23,16,586,2,3,3,233,Loyal Customers
4749,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,46,586,2,23,16,586,2,3,3,233,Loyal Customers
531,1954,PhD,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,1,0,60,1662,2,28,22,1662,2,4,4,244,Loyal Customers
6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,20,1004,2,22,20,1004,2,4,3,243,Loyal Customers
1045,1965,Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,49,279,2,18,11,279,2,2,2,222,At Risk Customers
4012,1972,PhD,Together,62220.0,0,1,2012-11-08,55,799,12,375,16,12,12,5,7,6,5,6,1,0,42,1226,2,24,18,1226,2,3,4,234,Loyal Customers
5529,1946,PhD,Together,64014.0,2,1,2014-10-06,56,406,0,30,0,0,8,7,8,2,5,7,0,0,68,444,0,22,15,444,2,3,3,233,Loyal Customers
4001,1946,PhD,Together,64014.0,2,1,2014-10-06,56,406,0,30,0,0,8,7,8,2,5,7,0,0,68,444,0,22,15,444,2,3,3,233,Loyal Customers
10420,1955,Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,59,222,0,16,9,222,2,2,2,222,At Risk Customers
7723,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,35,1440,0,23,20,1440,2,4,4,244,Loyal Customers
2963,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,35,1440,0,23,20,1440,2,4,4,244,Loyal Customers
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,63,406,0,17,14,406,2,3,3,233,Loyal Customers
5180,1968,PhD,Divorced,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,46,149,0,15,8,149,2,2,2,222,At Risk Customers
6866,1969,Master,Together,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,45,34,0,9,4,34,2,1,1,211,At Risk Customers
1328,1982,2n Cycle,Married,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,32,683,0,20,17,683,2,3,3,233,Loyal Customers
1139,1984,PhD,Married,73356.0,0,0,2014-06-02,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,30,1512,0,23,21,1512,2,4,4,244,Loyal Customers
4961,1974,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,40,61,0,11,7,61,2,2,1,221,At Risk Customers
5177,1974,Master,Married,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,40,396,1,20,14,396,2,3,3,233,Loyal Customers
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,45,1047,1,16,15,1047,2,3,4,234,Loyal Customers
3428,1991,PhD,Together,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,23,1598,1,25,23,1598,2,4,4,244,Loyal Customers
4500,1991,PhD,Together,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,23,1598,1,25,23,1598,2,4,4,244,Loyal Customers
7369,1981,Master,Married,36959.0,1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,33,62,1,13,5,62,2,1,1,211,At Risk Customers
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,43,235,1,16,10,235,2,2,2,222,At Risk Customers
9964,1979,Graduation,Single,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,35,424,1,18,14,424,2,3,3,233,Loyal Customers
1630,1979,Graduation,Single,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,35,424,1,18,14,424,2,3,3,233,Loyal Customers
5012,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,25,34,1,12,4,34,2,1,1,211,At Risk Customers
6918,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,25,34,1,12,4,34,2,1,1,211,At Risk Customers
7822,1976,Graduation,Together,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,38,662,1,21,18,662,2,3,3,233,Loyal Customers
10156,1975,Graduation,Single,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0,39,1237,1,22,19,1237,2,4,4,244,Loyal Customers
3033,1963,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34,22,89,1,2,5,3,3,0,0,51,318,1,13,10,318,2,2,2,222,At Risk Customers
4119,1963,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34,22,89,1,2,5,3,3,0,0,51,318,1,13,10,318,2,2,2,222,At Risk Customers
11110,1973,Graduation,Single,3502.0,1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,41,5,1,14,0,5,2,1,1,211,At Risk Customers
332,1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,0,57,275,1,17,11,275,2,2,2,222,At Risk Customers
737,1949,PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,65,2231,1,15,13,2231,2,3,4,234,Loyal Customers
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,43,1286,1,26,18,1286,2,3,4,234,Loyal Customers
2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,45,910,1,28,22,910,2,4,3,243,Loyal Customers
3445,1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,1,0,58,957,1,26,21,957,2,4,3,243,Loyal Customers
10913,1984,Master,Single,31385.0,1,0,2012-05-12,56,3,2,12,0,1,9,1,1,0,2,8,1,0,30,27,2,11,3,27,2,1,1,211,At Risk Customers
4427,1995,2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,1,19,1365,2,33,27,1365,2,4,4,244,Loyal Customers
8717,1975,PhD,Married,80427.0,0,1,2012-12-09,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,39,1835,2,32,27,1835,2,4,4,244,Loyal Customers
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,65,114,2,12,6,114,2,2,2,222,At Risk Customers
3340,1977,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,1,0,37,436,2,22,14,436,2,3,3,233,Loyal Customers
8685,1977,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,1,0,37,436,2,22,14,436,2,3,3,233,Loyal Customers
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,66,1348,0,22,20,1348,2,4,4,244,Loyal Customers
8726,1964,2n Cycle,Divorced,41713.0,1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,50,174,0,14,8,174,2,2,2,222,At Risk Customers
2295,1954,PhD,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,60,825,0,24,21,825,2,4,3,243,Loyal Customers
3283,1972,2n Cycle,Married,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,42,909,0,23,20,909,2,4,3,243,Loyal Customers
1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,63,1507,1,22,19,1507,2,4,4,244,Loyal Customers
800,1960,Graduation,Together,44512.0,1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,54,32,1,8,4,32,2,1,1,211,At Risk Customers
9166,1968,Graduation,Married,63967.0,0,1,2013-09-08,57,387,84,141,73,35,162,3,4,4,12,2,0,0,46,882,1,22,20,882,2,4,3,243,Loyal Customers
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,66,1424,1,27,26,1424,2,4,4,244,Loyal Customers
13,1947,PhD,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,67,32,1,10,4,32,2,1,1,211,At Risk Customers
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,32,46,1,11,5,46,2,1,1,211,At Risk Customers
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,32,46,1,11,5,46,2,1,1,211,At Risk Customers
9381,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,36,606,1,19,16,606,2,3,3,233,Loyal Customers
9384,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,36,606,1,19,16,606,2,3,3,233,Loyal Customers
3560,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,62,1574,1,20,19,1574,2,4,4,244,Loyal Customers
241,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,62,1574,1,20,19,1574,2,4,4,244,Loyal Customers
7521,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,62,1574,1,20,19,1574,2,4,4,244,Loyal Customers
9799,1968,PhD,Divorced,83664.0,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5,0,0,46,1173,1,21,16,1173,2,3,4,234,Loyal Customers
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,63,143,1,13,6,143,2,2,2,222,At Risk Customers
448,1978,PhD,Single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,36,795,1,24,19,795,2,4,3,243,Loyal Customers
4837,1965,PhD,Married,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,49,1305,1,30,26,1305,2,4,4,244,Loyal Customers
9365,1976,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,38,1277,2,25,19,1277,2,4,4,244,Loyal Customers
8932,1969,Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,45,1531,2,27,21,1531,2,4,4,244,Loyal Customers
7055,1952,PhD,Together,61010.0,0,1,2012-09-10,57,888,0,57,0,0,76,2,8,5,11,5,0,0,62,1021,2,29,24,1021,2,4,3,243,Loyal Customers
3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,33,79,2,15,7,79,2,2,2,222,At Risk Customers
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,26,25,0,9,4,25,2,1,1,211,At Risk Customers
4988,1948,PhD,Married,34469.0,1,1,2014-04-05,58,19,6,20,0,5,12,3,1,1,4,4,0,0,66,62,0,10,6,62,2,2,1,221,At Risk Customers
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,62,65,0,9,7,65,2,2,1,221,At Risk Customers
5610,1965,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,49,36,0,11,4,36,2,1,1,211,At Risk Customers
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,46,38,0,11,4,38,2,1,1,211,At Risk Customers
5136,1973,Graduation,Single,65333.0,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,0,41,798,0,27,21,798,2,4,3,243,Loyal Customers
1411,1952,Graduation,Divorced,82623.0,0,0,2013-10-11,58,204,34,204,172,153,173,1,2,9,4,1,0,0,62,940,1,16,15,940,2,3,3,233,Loyal Customers
701,1971,Graduation,Married,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,0,0,43,1179,1,18,16,1179,2,3,4,234,Loyal Customers
6203,1947,Graduation,Together,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,67,1734,1,28,25,1734,2,4,4,244,Loyal Customers
7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,1,59,545,1,17,16,545,2,3,3,233,Loyal Customers
5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,32,24,1,12,3,24,2,1,1,211,At Risk Customers
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,1,0,43,1968,1,22,19,1968,2,4,4,244,Loyal Customers
7734,1993,Graduation,Absurd,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,1,0,21,1216,2,22,21,1216,2,4,4,244,Loyal Customers
10446,1957,PhD,Married,82017.0,0,0,2012-07-11,58,184,23,446,30,23,23,1,5,4,7,2,1,0,57,729,2,18,16,729,2,3,3,233,Loyal Customers
5524,1957,Graduation,Single,58138.0,0,0,2012-04-09,58,635,88,546,172,88,88,3,8,10,4,7,1,0,57,1617,2,29,22,1617,2,4,4,244,Loyal Customers
3830,1953,Master,Married,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,61,459,0,18,15,459,2,3,3,233,Loyal Customers
5186,1955,PhD,Married,58482.0,0,1,2014-12-03,59,576,7,115,19,7,7,2,7,4,9,6,0,0,59,731,0,26,20,731,2,4,3,243,Loyal Customers
8514,1976,Graduation,Together,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,38,20,0,10,4,20,2,1,1,211,At Risk Customers
7165,1972,Graduation,Together,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,42,823,1,25,20,823,2,4,3,243,Loyal Customers
10236,1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,39,64,1,13,5,64,2,1,1,211,At Risk Customers
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,42,102,1,13,6,102,2,2,2,222,At Risk Customers
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,42,102,1,13,6,102,2,2,2,222,At Risk Customers
3673,1971,Graduation,Single,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,43,779,1,28,23,779,2,4,3,243,Loyal Customers
1453,1943,PhD,Widow,57513.0,0,0,2013-06-07,59,735,40,183,52,20,30,2,9,3,13,6,0,0,71,1060,1,31,25,1060,2,4,4,244,Loyal Customers
4518,1979,Graduation,Together,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,35,1169,1,30,25,1169,2,4,4,244,Loyal Customers
8969,1977,Graduation,Married,71855.0,0,1,2013-01-16,59,548,31,422,0,112,28,4,5,5,11,3,0,0,37,1141,1,24,21,1141,2,4,4,244,Loyal Customers
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,38,61,2,13,5,61,2,1,1,211,At Risk Customers
1079,1971,PhD,Married,71969.0,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,43,1086,2,24,16,1086,2,3,4,234,Loyal Customers
164,1977,PhD,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,37,269,2,19,11,269,2,2,2,222,At Risk Customers
3434,1951,Graduation,Single,80872.0,0,0,2014-12-05,60,483,72,567,94,12,108,1,4,4,10,1,0,0,63,1336,0,19,18,1336,2,3,4,234,Loyal Customers
5721,1956,PhD,Married,84117.0,0,0,2014-11-05,60,611,76,749,59,45,26,1,7,10,6,2,0,0,58,1566,0,25,23,1566,2,4,4,244,Loyal Customers
8418,1958,2n Cycle,Single,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,56,61,0,12,5,61,2,1,1,211,At Risk Customers
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,41,70,1,12,5,70,2,1,2,212,At Risk Customers
10424,1968,Graduation,Single,75922.0,0,0,2013-09-12,60,265,138,553,224,23,92,1,4,4,9,1,0,0,46,1295,1,18,17,1295,2,3,4,234,Loyal Customers
11171,1965,Master,Married,56962.0,2,1,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7,0,0,49,411,1,21,14,411,2,3,3,233,Loyal Customers
1600,1965,Master,Married,56962.0,2,1,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7,0,0,49,411,1,21,14,411,2,3,3,233,Loyal Customers
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,65,926,1,22,21,926,2,4,3,243,Loyal Customers
10701,1973,Graduation,Married,65308.0,0,0,2013-11-09,60,713,0,264,120,80,34,1,7,8,12,4,0,0,41,1211,1,31,27,1211,2,4,4,244,Loyal Customers
891,1951,Master,Together,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,63,11,1,8,3,11,2,1,1,211,At Risk Customers
6912,1967,PhD,Married,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,47,772,1,25,21,772,2,4,3,243,Loyal Customers
5967,1952,Graduation,Together,33402.0,1,1,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,62,70,1,14,6,70,2,2,2,222,At Risk Customers
2109,1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,1,0,24,1544,1,29,27,1544,2,4,4,244,Loyal Customers
6292,1986,PhD,Married,82333.0,0,0,2013-03-30,60,1311,0,359,46,89,17,1,4,3,10,2,1,0,28,1822,1,19,17,1822,2,3,4,234,Loyal Customers
8537,1949,Graduation,Widow,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,1,0,65,1429,1,22,20,1429,2,4,4,244,Loyal Customers
9576,1982,PhD,Together,32313.0,1,0,2013-11-02,60,86,4,56,2,4,7,3,4,0,4,9,0,0,32,159,1,17,8,159,2,2,2,222,At Risk Customers
5935,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,58,764,2,25,20,764,2,4,3,243,Loyal Customers
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,35,31,2,11,4,31,2,1,1,211,At Risk Customers
234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,35,31,2,11,4,31,2,1,1,211,At Risk Customers
3202,1987,PhD,Married,51563.0,0,0,2012-01-10,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,27,1250,2,26,18,1250,2,3,4,234,Loyal Customers
1103,1976,Master,Married,81929.0,1,0,2012-09-29,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,38,2053,2,24,18,2053,2,3,4,234,Loyal Customers
610,1953,PhD,Together,53593.0,1,1,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8,0,0,61,480,2,23,15,480,2,3,3,233,Loyal Customers
4480,1973,Master,Married,60432.0,0,1,2014-09-03,61,365,3,15,4,3,11,5,7,2,5,6,0,0,41,401,0,20,14,401,2,3,3,233,Loyal Customers
10660,1957,Master,Married,66726.0,1,1,2014-12-01,61,349,7,35,0,0,47,3,8,2,4,7,0,0,57,438,0,21,14,438,2,3,3,233,Loyal Customers
